user_id,campaign_id,timestamp,clicked,converted,region,device
757,2,2025-06-30 15:55:43,0,0,North America,Tablet
728,3,2025-06-25 17:22:48,0,0,South America,Mobile
958,3,2025-06-29 17:45:30,1,0,North America,Mobile
195,2,2025-06-30 16:54:14,0,0,Europe,Desktop
471,2,2025-06-30 02:02:06,1,0,North America,Mobile
822,5,2025-06-27 08:24:13,0,0,South America,Desktop
432,3,2025-06-29 03:16:07,0,0,South America,Desktop
71,1,2025-06-25 16:30:35,0,0,Africa,Mobile
455,1,2025-06-27 20:37:07,0,0,North America,Mobile
469,5,2025-06-26 17:15:29,0,0,North America,Desktop
347,1,2025-06-28 22:41:51,0,0,North America,Mobile
705,2,2025-06-26 11:10:25,0,0,Asia,Desktop
791,4,2025-06-26 09:25:31,0,0,Africa,Desktop
805,3,2025-07-01 19:00:21,0,0,Europe,Tablet
790,2,2025-06-28 00:51:15,0,0,North America,Desktop
503,4,2025-06-27 18:29:11,0,0,South America,Tablet
593,5,2025-06-26 10:08:49,0,0,Europe,Tablet
928,1,2025-06-29 20:48:58,0,0,Asia,Mobile
902,1,2025-07-01 11:58:17,0,0,Europe,Tablet
360,3,2025-06-29 11:55:26,0,0,Asia,Mobile
66,2,2025-06-26 14:19:06,0,0,Africa,Desktop
9,3,2025-06-28 12:48:27,0,0,Europe,Tablet
101,2,2025-06-27 12:08:58,0,0,South America,Mobile
249,1,2025-07-02 11:20:23,0,0,North America,Tablet
616,1,2025-06-26 18:12:31,0,0,Europe,Tablet
909,5,2025-06-29 16:23:30,0,0,Africa,Desktop
478,1,2025-07-01 04:05:37,0,0,South America,Desktop
323,1,2025-06-29 08:13:38,0,0,South America,Tablet
576,4,2025-06-27 18:16:59,0,0,Europe,Desktop
317,3,2025-06-29 21:37:46,0,0,South America,Tablet
97,1,2025-06-29 11:01:59,0,0,North America,Tablet
646,1,2025-06-26 18:19:41,0,0,South America,Tablet
275,4,2025-07-01 10:40:46,0,0,South America,Tablet
395,3,2025-06-29 21:38:45,1,1,Africa,Desktop
137,3,2025-06-25 23:34:57,0,0,Africa,Tablet
72,2,2025-06-26 15:19:09,0,0,South America,Desktop
499,2,2025-07-01 22:55:24,0,0,Europe,Desktop
629,3,2025-07-02 02:46:51,0,0,Asia,Tablet
369,3,2025-06-30 10:44:28,0,0,North America,Mobile
543,3,2025-06-29 09:54:55,0,0,South America,Desktop
789,2,2025-06-25 15:24:59,0,0,Asia,Mobile
811,3,2025-06-26 23:16:27,0,0,Asia,Tablet
764,3,2025-06-28 01:27:50,1,0,South America,Desktop
501,5,2025-06-27 06:30:39,0,0,Europe,Mobile
367,4,2025-06-25 20:16:35,0,0,North America,Mobile
256,2,2025-06-29 15:42:02,0,0,Asia,Tablet
154,1,2025-06-28 16:51:37,0,0,Europe,Tablet
841,3,2025-06-29 03:10:39,0,0,South America,Desktop
520,5,2025-06-30 19:16:32,1,0,Africa,Desktop
410,1,2025-06-28 23:40:19,1,0,South America,Mobile
27,3,2025-07-02 03:11:52,0,0,Europe,Tablet
636,3,2025-07-01 17:00:55,1,0,Africa,Tablet
697,5,2025-06-26 19:02:21,0,0,North America,Desktop
823,2,2025-06-26 16:07:27,0,0,Africa,Mobile
94,2,2025-06-30 02:36:42,0,0,South America,Tablet
215,2,2025-06-27 21:39:20,0,0,Africa,Desktop
517,4,2025-06-29 04:00:23,0,0,Europe,Mobile
165,4,2025-07-01 01:42:28,0,0,South America,Mobile
870,2,2025-06-25 20:31:03,0,0,Asia,Mobile
612,1,2025-06-28 23:35:18,0,0,North America,Mobile
677,5,2025-07-01 03:09:10,0,0,Asia,Desktop
203,3,2025-06-30 21:36:25,0,0,Europe,Tablet
953,2,2025-06-27 19:03:45,0,0,Asia,Tablet
847,3,2025-07-01 10:37:49,1,0,North America,Mobile
193,5,2025-07-01 12:53:35,0,0,South America,Mobile
917,3,2025-06-27 08:08:15,0,0,North America,Desktop
900,4,2025-06-29 19:40:40,0,0,South America,Desktop
353,2,2025-06-30 00:25:51,0,0,Asia,Desktop
269,2,2025-07-02 00:07:05,1,0,Africa,Mobile
21,4,2025-06-28 10:43:45,0,0,North America,Desktop
405,1,2025-06-28 17:55:53,0,0,Asia,Mobile
339,3,2025-06-29 03:45:10,0,0,North America,Mobile
882,1,2025-07-01 22:53:24,0,0,South America,Desktop
762,3,2025-07-02 00:39:13,0,0,Asia,Tablet
455,1,2025-06-26 11:21:38,0,0,North America,Mobile
323,3,2025-06-26 23:58:13,0,0,South America,Tablet
76,2,2025-06-29 13:01:21,0,0,South America,Mobile
44,2,2025-06-30 14:13:39,0,0,Africa,Desktop
743,2,2025-06-25 18:02:58,0,0,Europe,Mobile
607,1,2025-06-29 11:23:27,0,0,South America,Desktop
775,4,2025-07-01 21:54:16,0,0,Asia,Tablet
711,5,2025-06-28 09:42:18,0,0,North America,Mobile
695,3,2025-06-28 21:39:36,0,0,South America,Desktop
30,1,2025-06-30 16:36:30,0,0,Europe,Tablet
443,5,2025-07-01 12:08:14,0,0,South America,Desktop
213,1,2025-06-28 16:25:06,0,0,Asia,Mobile
861,4,2025-06-25 11:48:58,1,0,Africa,Tablet
925,2,2025-06-27 01:14:44,0,0,South America,Desktop
664,1,2025-06-25 19:08:38,0,0,Europe,Mobile
954,1,2025-06-26 13:45:23,0,0,Asia,Desktop
26,2,2025-06-29 08:45:14,0,0,Africa,Tablet
3,4,2025-06-25 12:40:56,0,0,South America,Desktop
373,2,2025-06-30 07:17:19,0,0,North America,Mobile
831,1,2025-06-26 23:41:53,0,0,North America,Desktop
667,4,2025-07-01 05:39:51,0,0,Europe,Mobile
158,5,2025-06-26 06:26:56,0,0,South America,Mobile
571,1,2025-06-29 06:30:47,0,0,Asia,Desktop
604,3,2025-06-28 01:13:25,0,0,Europe,Mobile
277,1,2025-06-25 23:31:15,1,0,South America,Mobile
309,2,2025-06-29 07:47:14,0,0,Europe,Desktop
127,5,2025-06-29 12:44:34,0,0,Europe,Mobile
468,5,2025-07-01 05:35:33,0,0,Europe,Desktop
960,5,2025-06-27 01:30:16,0,0,Europe,Mobile
652,5,2025-06-30 00:27:25,0,0,Europe,Tablet
151,1,2025-06-27 14:42:29,0,0,Africa,Desktop
140,4,2025-06-25 12:44:41,0,0,Europe,Tablet
616,1,2025-06-30 10:01:47,0,0,Europe,Tablet
741,2,2025-06-27 03:09:19,0,0,Asia,Mobile
439,3,2025-06-28 02:10:23,0,0,South America,Desktop
539,1,2025-06-30 06:42:01,0,0,Africa,Tablet
320,4,2025-07-01 21:51:19,0,0,Europe,Mobile
45,4,2025-06-25 14:32:53,0,0,South America,Tablet
87,3,2025-06-29 05:54:20,0,0,Asia,Tablet
816,1,2025-07-01 22:45:23,0,0,Europe,Tablet
216,3,2025-06-30 18:13:56,0,0,Africa,Mobile
435,5,2025-07-01 05:58:18,0,0,North America,Tablet
604,1,2025-07-02 11:10:41,0,0,Europe,Mobile
54,3,2025-07-01 02:12:46,0,0,North America,Tablet
537,1,2025-06-30 10:06:07,0,0,Europe,Desktop
402,2,2025-06-26 09:48:18,0,0,Europe,Mobile
627,2,2025-06-27 04:11:05,0,0,Europe,Mobile
240,5,2025-06-28 19:51:43,0,0,North America,Tablet
352,4,2025-06-25 14:45:44,0,0,North America,Tablet
638,4,2025-06-30 20:46:49,0,0,Asia,Desktop
726,2,2025-06-25 18:46:30,0,0,North America,Desktop
253,3,2025-06-29 15:05:04,0,0,North America,Tablet
989,2,2025-06-27 17:51:22,0,0,Africa,Mobile
654,5,2025-06-28 17:06:32,0,0,South America,Desktop
776,5,2025-07-02 06:20:03,0,0,South America,Mobile
312,5,2025-06-29 09:33:00,0,0,Africa,Tablet
535,4,2025-06-30 18:30:16,0,0,North America,Mobile
98,5,2025-07-02 01:56:00,0,0,Africa,Mobile
132,2,2025-07-01 05:21:53,0,0,Africa,Desktop
962,4,2025-06-27 09:58:39,0,0,Asia,Desktop
291,1,2025-07-01 20:31:20,0,0,South America,Desktop
184,4,2025-07-01 04:40:23,0,0,North America,Tablet
552,3,2025-07-02 08:10:56,0,0,North America,Tablet
541,1,2025-06-29 22:01:08,0,0,Asia,Mobile
551,4,2025-06-28 09:23:16,0,0,South America,Tablet
125,5,2025-06-29 00:44:33,0,0,Africa,Mobile
934,1,2025-06-30 04:23:39,0,0,Europe,Tablet
55,1,2025-06-29 23:51:11,1,0,Europe,Desktop
348,1,2025-06-29 15:47:28,0,0,Europe,Desktop
112,4,2025-07-01 21:43:14,0,0,Europe,Mobile
535,3,2025-06-25 23:15:45,0,0,North America,Mobile
155,5,2025-06-27 18:21:35,0,0,Europe,Desktop
977,3,2025-07-01 15:58:25,0,0,South America,Tablet
520,3,2025-06-26 12:11:23,0,0,Africa,Desktop
959,1,2025-06-30 09:18:32,0,0,Asia,Tablet
92,3,2025-06-30 07:19:54,0,0,Africa,Mobile
652,2,2025-07-01 19:06:29,0,0,Europe,Tablet
96,1,2025-06-27 09:32:05,0,0,Asia,Tablet
62,2,2025-06-28 01:58:28,0,0,South America,Tablet
272,1,2025-07-02 00:24:55,0,0,North America,Mobile
56,2,2025-06-28 02:44:23,0,0,South America,Desktop
275,1,2025-06-30 03:41:59,0,0,South America,Tablet
605,2,2025-07-01 03:47:28,0,0,Europe,Mobile
42,5,2025-06-28 13:30:48,0,0,Europe,Desktop
337,4,2025-06-28 15:54:12,0,0,Africa,Mobile
213,4,2025-06-25 19:59:01,0,0,Asia,Mobile
373,3,2025-06-28 02:07:59,0,0,North America,Mobile
429,5,2025-06-30 09:06:26,0,0,Europe,Desktop
859,3,2025-06-29 02:22:07,0,0,Europe,Desktop
967,3,2025-07-02 07:29:04,0,0,Africa,Tablet
859,2,2025-06-29 00:51:20,0,0,Europe,Desktop
124,1,2025-07-02 03:14:15,1,0,Africa,Desktop
772,1,2025-06-26 08:31:51,0,0,Africa,Desktop
75,3,2025-06-27 21:16:40,0,0,South America,Desktop
345,1,2025-07-02 11:19:14,1,0,South America,Desktop
997,4,2025-06-29 10:03:53,0,0,Africa,Mobile
302,2,2025-07-01 06:24:59,0,0,Europe,Tablet
515,1,2025-07-01 10:04:03,0,0,South America,Tablet
829,3,2025-06-28 14:14:28,0,0,Asia,Mobile
114,1,2025-06-27 15:16:26,0,0,Africa,Desktop
957,3,2025-06-29 06:14:18,1,0,North America,Desktop
195,1,2025-06-25 13:00:03,0,0,Europe,Desktop
398,3,2025-06-30 11:25:18,0,0,Africa,Tablet
344,3,2025-06-26 14:27:29,0,0,South America,Desktop
366,2,2025-06-30 14:33:51,0,0,Africa,Tablet
336,1,2025-07-01 14:18:08,1,0,Africa,Tablet
725,5,2025-06-26 00:27:57,0,0,Africa,Desktop
642,5,2025-07-01 21:03:38,1,0,Europe,Tablet
136,1,2025-06-30 04:55:53,0,0,Africa,Tablet
322,3,2025-06-28 16:09:07,0,0,Asia,Mobile
587,4,2025-06-26 04:24:48,0,0,South America,Desktop
667,1,2025-07-01 20:58:30,0,0,Europe,Mobile
796,1,2025-07-01 09:02:39,0,0,South America,Mobile
115,2,2025-06-30 13:47:12,0,0,North America,Tablet
849,3,2025-06-26 04:46:06,0,0,North America,Mobile
805,5,2025-06-28 16:21:35,1,0,Europe,Tablet
661,4,2025-06-27 15:19:48,0,0,Europe,Mobile
497,5,2025-07-02 08:09:52,0,0,Africa,Mobile
951,3,2025-06-26 19:37:05,0,0,Africa,Tablet
922,1,2025-07-01 09:02:42,0,0,Asia,Desktop
996,4,2025-06-28 23:33:43,0,0,Africa,Desktop
456,5,2025-06-27 23:32:03,0,0,North America,Desktop
599,2,2025-06-28 19:17:47,0,0,Asia,Tablet
477,4,2025-06-25 17:40:17,0,0,Asia,Desktop
334,2,2025-06-26 12:18:56,0,0,South America,Desktop
966,2,2025-06-29 03:58:55,0,0,Africa,Desktop
7,3,2025-06-27 09:16:40,0,0,Africa,Tablet
255,4,2025-06-27 21:39:30,0,0,Europe,Mobile
694,3,2025-06-30 05:09:19,0,0,North America,Tablet
968,2,2025-06-30 23:13:38,0,0,Africa,Tablet
949,1,2025-06-28 11:51:21,0,0,Africa,Mobile
399,3,2025-06-30 09:42:47,0,0,North America,Desktop
977,5,2025-06-29 19:50:37,1,0,South America,Tablet
494,2,2025-06-26 06:27:25,1,0,Africa,Mobile
525,5,2025-06-28 10:13:54,0,0,South America,Desktop
71,1,2025-06-30 03:44:56,0,0,Africa,Mobile
164,2,2025-07-02 08:08:20,0,0,Africa,Mobile
14,3,2025-06-26 23:00:56,0,0,Asia,Desktop
382,2,2025-06-30 04:20:22,0,0,North America,Desktop
79,3,2025-06-28 08:11:20,0,0,Asia,Desktop
515,3,2025-06-28 00:21:14,0,0,South America,Tablet
607,4,2025-06-25 11:26:17,0,0,South America,Desktop
697,5,2025-06-28 21:49:11,0,0,North America,Desktop
338,4,2025-07-01 00:13:42,0,0,Asia,Desktop
734,4,2025-06-28 07:19:51,0,0,Africa,Tablet
729,2,2025-07-02 02:53:45,0,0,Europe,Desktop
22,1,2025-06-29 04:10:52,0,0,Europe,Tablet
856,2,2025-07-01 12:50:24,0,0,North America,Desktop
996,3,2025-06-27 06:53:02,1,0,Africa,Desktop
436,5,2025-06-27 10:18:46,1,0,Europe,Tablet
405,3,2025-06-30 05:12:38,0,0,Asia,Mobile
187,5,2025-06-27 02:27:35,0,0,South America,Tablet
278,2,2025-06-28 04:29:30,0,0,North America,Tablet
399,4,2025-06-27 13:26:19,0,0,North America,Desktop
805,3,2025-07-01 22:28:59,0,0,Europe,Tablet
472,4,2025-06-30 23:22:52,0,0,Asia,Tablet
987,5,2025-06-27 00:34:13,0,0,Africa,Desktop
703,3,2025-06-26 22:02:59,0,0,Asia,Mobile
445,3,2025-06-29 11:18:33,0,0,South America,Mobile
149,5,2025-06-25 23:37:53,0,0,Asia,Desktop
890,3,2025-06-30 04:34:08,0,0,South America,Desktop
771,5,2025-06-27 21:53:52,0,0,Africa,Mobile
402,2,2025-06-30 11:10:44,1,0,Europe,Mobile
833,2,2025-06-26 11:57:36,0,0,Asia,Desktop
405,2,2025-06-29 10:02:26,0,0,Asia,Mobile
96,3,2025-06-28 22:13:46,0,0,Asia,Tablet
868,1,2025-06-29 01:21:18,0,0,Asia,Tablet
418,1,2025-06-29 20:13:26,0,0,Africa,Desktop
43,5,2025-06-27 07:07:30,0,0,South America,Desktop
782,1,2025-06-30 07:02:52,0,0,North America,Desktop
256,3,2025-06-30 21:45:04,0,0,Asia,Tablet
760,3,2025-06-30 07:48:25,0,0,North America,Tablet
942,3,2025-07-01 01:25:30,0,0,North America,Tablet
216,3,2025-06-26 02:05:38,0,0,Africa,Mobile
713,3,2025-07-01 21:41:28,0,0,Europe,Tablet
59,2,2025-06-30 11:37:33,0,0,Africa,Tablet
760,5,2025-06-27 13:45:28,0,0,North America,Tablet
938,3,2025-06-26 13:46:04,0,0,South America,Tablet
61,2,2025-06-26 00:20:57,1,0,Europe,Desktop
759,3,2025-06-29 20:00:00,0,0,Asia,Tablet
863,1,2025-07-01 07:28:56,0,0,North America,Mobile
262,5,2025-06-30 11:46:46,0,0,North America,Mobile
555,5,2025-06-28 04:13:36,0,0,North America,Desktop
592,5,2025-07-01 00:51:16,0,0,Africa,Tablet
184,1,2025-06-26 05:32:04,0,0,North America,Tablet
5,4,2025-07-01 18:15:10,0,0,Europe,Mobile
996,3,2025-06-25 19:41:55,0,0,Africa,Desktop
715,2,2025-07-02 08:22:51,1,0,Africa,Mobile
69,4,2025-07-02 00:25:22,0,0,North America,Mobile
155,1,2025-06-30 11:49:20,0,0,Europe,Desktop
906,4,2025-06-30 03:38:31,0,0,Asia,Tablet
247,2,2025-06-26 05:38:15,0,0,South America,Tablet
918,5,2025-06-29 21:12:50,1,0,Asia,Mobile
399,2,2025-06-26 04:51:19,0,0,North America,Desktop
254,1,2025-06-27 05:55:29,1,0,Africa,Mobile
716,1,2025-06-27 13:24:51,0,0,North America,Mobile
626,5,2025-06-28 23:40:55,0,0,North America,Mobile
101,5,2025-06-26 13:32:00,0,0,South America,Mobile
437,1,2025-06-25 16:57:20,0,0,Europe,Desktop
282,2,2025-06-28 02:44:37,1,0,Africa,Mobile
295,3,2025-06-27 17:16:30,0,0,Asia,Tablet
694,2,2025-06-29 22:40:28,0,0,North America,Tablet
195,1,2025-06-26 07:53:02,0,0,Europe,Desktop
643,4,2025-07-02 00:40:40,0,0,North America,Tablet
228,1,2025-07-01 20:45:11,0,0,Africa,Desktop
533,2,2025-06-30 02:19:25,0,0,South America,Mobile
579,3,2025-06-26 08:10:16,0,0,South America,Tablet
966,3,2025-06-30 23:20:48,0,0,Africa,Desktop
922,3,2025-06-26 09:58:37,0,0,Asia,Desktop
163,3,2025-07-01 08:00:09,0,0,North America,Tablet
46,3,2025-06-28 09:06:39,0,0,Europe,Mobile
277,4,2025-06-28 13:14:37,0,0,South America,Mobile
95,1,2025-07-01 15:12:56,0,0,Africa,Mobile
582,4,2025-06-29 00:45:45,0,0,Africa,Tablet
420,1,2025-07-01 09:28:04,0,0,South America,Mobile
29,3,2025-06-30 04:31:24,1,0,South America,Desktop
818,1,2025-06-29 20:33:43,0,0,North America,Desktop
122,5,2025-06-30 05:04:05,0,0,Africa,Desktop
821,5,2025-07-01 15:01:36,0,0,North America,Tablet
204,2,2025-06-26 17:00:01,0,0,Africa,Desktop
719,5,2025-06-30 19:58:54,1,0,South America,Desktop
265,2,2025-07-01 08:10:00,0,0,Africa,Desktop
706,4,2025-06-26 14:41:34,0,1,South America,Desktop
130,3,2025-07-01 02:08:59,0,0,South America,Desktop
241,2,2025-06-27 17:32:03,0,0,Africa,Mobile
793,2,2025-06-30 01:51:03,0,0,South America,Desktop
399,2,2025-06-26 18:08:43,0,0,North America,Desktop
291,4,2025-06-29 20:04:17,1,1,South America,Desktop
620,5,2025-06-26 19:22:20,0,0,North America,Tablet
566,1,2025-06-25 18:39:14,0,0,Asia,Desktop
820,5,2025-06-30 18:46:47,0,0,North America,Tablet
251,4,2025-06-25 23:17:17,0,0,Europe,Tablet
346,5,2025-06-28 04:03:53,1,0,Asia,Tablet
424,1,2025-07-02 03:51:51,0,0,North America,Mobile
91,1,2025-07-01 15:51:19,1,0,Asia,Tablet
865,3,2025-06-30 07:11:46,0,0,North America,Tablet
542,5,2025-07-02 10:45:04,0,0,Africa,Desktop
771,2,2025-06-28 20:49:53,0,0,Africa,Mobile
531,1,2025-06-28 02:24:29,0,0,Africa,Mobile
18,1,2025-06-29 11:11:23,0,0,Africa,Desktop
755,2,2025-06-28 23:27:24,0,0,Africa,Desktop
130,5,2025-07-02 04:52:58,1,1,South America,Desktop
677,2,2025-07-01 22:43:25,0,0,Asia,Desktop
804,5,2025-06-28 12:48:20,0,0,Europe,Mobile
3,1,2025-06-27 03:36:00,1,0,South America,Desktop
596,4,2025-06-27 23:10:01,0,0,North America,Tablet
900,5,2025-06-27 02:21:15,0,0,South America,Desktop
741,5,2025-06-29 08:58:56,0,0,Asia,Mobile
110,2,2025-06-30 05:02:26,0,0,Africa,Tablet
686,5,2025-06-25 14:37:59,0,0,South America,Desktop
540,4,2025-06-26 03:51:22,0,0,South America,Desktop
749,4,2025-06-26 02:22:41,0,0,Africa,Mobile
289,1,2025-06-27 06:20:36,0,0,Asia,Desktop
746,5,2025-06-29 03:42:26,0,0,North America,Tablet
316,4,2025-06-25 12:39:28,0,0,South America,Desktop
